animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A682796,,BIRD,BLACK,,Unknown,,2022-08-31,INJURED  MILD,WILDLIFE,FIELD,,2022-08-31,"100 BLK AQUARIUM WAY, LB 90802",LONG BEACH,TRANSFER,LBAH,33.7621679,-118.196966,Alive on Intake,FALSE,1,"{'lon': -118.196966, 'lat': 33.7621679}"
A627176,,BIRD,WHITE,BROWN,Unknown,,2019-05-27,INJURED  MODERATE,WILDLIFE,FIELD,,2019-05-28,"100 BLK AQUARIUM WAY, LONG BEACH, CA 90802",LONG BEACH,RESCUE,IBR,33.7621679,-118.196966,Alive on Intake,FALSE,1,"{'lon': -118.196966, 'lat': 33.7621679}"
A619550,*CORDUROY,DOG,BLUE,WHITE,Male,2016-12-30,2018-12-30,NORMAL,STRAY,FIELD,,2019-01-05,"100 BLK ARGONNE AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,33.7580316,-118.1385367,Alive on Intake,FALSE,1,"{'lon': -118.1385367, 'lat': 33.7580316}"
A611337,,REPTILE,RED,BROWN,Unknown,,2018-07-18,INJURED  MODERATE,WILDLIFE,FIELD,,2018-07-18,"100 BLK ARGONNE AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,33.7580316,-118.1385367,Alive on Intake,FALSE,1,"{'lon': -118.1385367, 'lat': 33.7580316}"
A699278,NASH,CAT,GRAY,,Neutered,2023-03-30,2023-05-24,ILL MILD,STRAY,OTC,,2023-05-27,100 BLK BARCLAY ST LB 90805,LONG BEACH,ADOPTION,WEB,33.8661015,-118.2027924,Alive on Intake,FALSE,1,"{'lon': -118.2027924, 'lat': 33.8661015}"
A615642,TITO,DOG,TAN,,Male,2014-10-04,2018-10-04,NORMAL,STRAY,FIELD,,2018-10-14,"100 BLK BAY SHORE AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,33.7552583,-118.1320963,Alive on Intake,FALSE,1,"{'lon': -118.1320963, 'lat': 33.7552583}"
A695083,,BIRD,GRAY,WHITE,Unknown,,2023-03-21,INJURED  SEVERE,WILDLIFE,FIELD,,2023-03-21,"100 BLK BAY SHORE, LB 90803",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7552583,-118.1320963,Alive on Intake,TRUE,0,"{'lon': -118.1320963, 'lat': 33.7552583}"
A737910,WILMA,GUINEA PIG,BROWN,WHITE,Female,2024-06-09,2025-03-07,NORMAL,OWNER SURRENDER,,,2025-03-27,100 BLK BONITO AVE. LONG BEACH CA 90802,LONG BEACH,RESCUE,OTHER RESC,33.7672562,-118.1807456,Alive on Intake,FALSE,1,"{'lon': -118.1807456, 'lat': 33.7672562}"
A720656,TOAST,DOG,BROWN,BLACK,Male,2022-05-11,2024-05-11,NORMAL,STRAY,OTC,,2024-05-11,"100 BLK CEDAR TURN, LONG BEACH 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8602805,-118.1945143,Alive on Intake,FALSE,1,"{'lon': -118.1945143, 'lat': 33.8602805}"
A610750,PANDA,DOG,BLACK,WHITE,Spayed,2012-07-07,2018-07-07,NORMAL,STRAY,OTC,,2018-07-11,"100 BLK CEDAR TURN, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8602805,-118.1945143,Alive on Intake,FALSE,1,"{'lon': -118.1945143, 'lat': 33.8602805}"
A591809,,CAT,WHITE,BRN TABBY,Male,2017-05-13,2017-06-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-06-14,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLELION,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586177,MISTY,CAT,WHITE,BLACK,Spayed,2015-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-04-14,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586178,SPIKE,CAT,BLACK,WHITE,Neutered,2016-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-07-05,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586180,PEACHES,CAT,CALICO,,Female,2016-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-02-23,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586183,BILBO,CAT,LI LYNX PT,TAN,Male,2015-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-03-02,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586188,RAPHAEL,CAT,BLACK,WHITE,Male,2016-10-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-02-24,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586194,SASSY,CAT,WHITE,BRN TABBY,Female,2015-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-02-24,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,FNDANIFOUN,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586200,TIGGER,CAT,CALICO,WHITE,Spayed,2013-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-07-05,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586201,,CAT,GRAY TABBY,,Male,2017-01-30,2017-02-23,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,TOO MANY,2017-02-24,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,FNDANIFOUN,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A586204,CHRISTOPHER,CAT,LC LYNX PT,,Neutered,2013-02-23,2017-02-23,NORMAL,OWNER SURRENDER,OTC,TOO MANY,2017-05-20,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A591811,,CAT,ORANGE,WHITE,Male,2017-05-13,2017-06-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2017-06-14,"100 BLK CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLELION,33.7672612,-118.1786864,Alive on Intake,FALSE,1,"{'lon': -118.1786864, 'lat': 33.7672612}"
A731276,*HOLLOW,CAT,BLACK,,Neutered,2024-07-26,2024-10-26,NORMAL,STRAY,OTC,,2024-11-10,100 BLK DE FOREST AVE LONG BEACH CA 90805,LONG BEACH,COMMUNITY CAT,FRIENDLY,33.8498028,-118.2010458,Alive on Intake,FALSE,1,"{'lon': -118.2010458, 'lat': 33.8498028}"
A717561,*THUNDER,DOG,BLACK,CREAM,Neutered,2022-03-24,2024-03-24,NORMAL,STRAY,OTC,,2024-06-22,100 BLK E 1ST STREET LONG BEACH CA 90802,LONG BEACH,ADOPTION,SPEC EVT,33.7679656,-118.1923965,Alive on Intake,FALSE,1,"{'lon': -118.1923965, 'lat': 33.7679656}"
A586203,COFFEE,DOG,BROWN,WHITE,Female,2016-07-23,2017-02-23,NORMAL,OWNER SURRENDER,FIELD,,2017-02-24,"100 BLK E 23RD ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.79893120000001,-118.192562,Alive on Intake,FALSE,1,"{'lon': -118.192562, 'lat': 33.79893120000001}"
A734466,SHEEBA,DOG,BLACK,WHITE,Spayed,2023-12-19,2024-12-19,NORMAL,WELFARE SEIZED,POLICE,,2025-03-30,100 BLK E 28TH ST LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.8080303,-118.192435,Alive on Intake,FALSE,1,"{'lon': -118.192435, 'lat': 33.8080303}"
A593538,,CAT,BLACK,,Male,2017-04-14,2017-07-14,ILL SEVERE,STRAY,FIELD,,2017-07-14,"100 BLK E 28TH ST, LOLNG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.808011,-118.1923877,Alive on Intake,TRUE,0,"{'lon': -118.1923877, 'lat': 33.808011}"
A712292,PUPPY 2,DOG,WHITE,,Female,2023-12-26,2023-12-26,NORMAL,STRAY,OTC,,2023-12-29,"100 BLK E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,,33.808011,-118.1923877,Alive on Intake,FALSE,1,"{'lon': -118.1923877, 'lat': 33.808011}"
A712297,PUPPY 7,DOG,TRICOLOR,,Male,2023-12-26,2023-12-26,NORMAL,STRAY,OTC,,2023-12-29,"100 BLK E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,,33.808011,-118.1923877,Alive on Intake,FALSE,1,"{'lon': -118.1923877, 'lat': 33.808011}"
A668969,*TANK,DOG,BLUE,,Male,2018-01-06,2022-01-06,NORMAL,STRAY,FIELD,,2022-09-28,"100 BLK E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,BEH SEVERE,33.808011,-118.1923877,Alive on Intake,TRUE,0,"{'lon': -118.1923877, 'lat': 33.808011}"
A597807,,OTHER,BROWN,,Unknown,,2017-09-26,INJURED  SEVERE,WILDLIFE,FIELD,,2017-09-26,"100 BLK E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,LBAH,33.808011,-118.1923877,Alive on Intake,FALSE,1,"{'lon': -118.1923877, 'lat': 33.808011}"
A638927,,DOG,BROWN,,Female,2016-01-23,2020-01-23,NORMAL,STRAY,OTC,,2020-01-29,"100 BLK E 28TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.808011,-118.1923877,Alive on Intake,FALSE,1,"{'lon': -118.1923877, 'lat': 33.808011}"
A728944,*GREED,CAT,BLUE,,Male,2024-08-18,2024-09-22,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-08,100 BLK E 28TH STREET LONG BEACH CA 90806,LONG BEACH,RESCUE,CAPAWS,33.808027,-118.192408,Alive on Intake,FALSE,1,"{'lon': -118.192408, 'lat': 33.808027}"
A594334,*ZACHARY,CAT,ORG TABBY,,Male,2017-04-27,2017-07-27,INJURED  SEVERE,STRAY,FIELD,,2017-08-11,"100 BLK E 47TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.843328,-118.192577,Alive on Intake,FALSE,1,"{'lon': -118.192577, 'lat': 33.843328}"
A728529,,CAT,GRAY,WHITE,Male,2024-08-12,2024-09-12,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-12,100 BLK E 49TH ST LONG BEACH CA 90805,LONG BEACH,RESCUE,CAPAWS,33.8448888,-118.1931745,Alive on Intake,FALSE,1,"{'lon': -118.1931745, 'lat': 33.8448888}"
A728532,,CAT,GRAY,WHITE,Female,2024-08-12,2024-09-12,UNDER AGE/WEIGHT,STRAY,OTC,,2024-10-12,100 BLK E 49TH ST LONG BEACH CA 90805,LONG BEACH,RESCUE,CAPAWS,33.8448888,-118.1931745,Alive on Intake,FALSE,1,"{'lon': -118.1931745, 'lat': 33.8448888}"
A657061,*JUNIPER,GUINEA PIG,BROWN,WHITE,Male,,2021-05-08,NORMAL,STRAY,OTC,,2021-05-15,"100 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8449024,-118.1931763,Alive on Intake,FALSE,1,"{'lon': -118.1931763, 'lat': 33.8449024}"
A587624,,BIRD,BLACK,,Unknown,,2017-03-26,ILL MODERATETE,WILDLIFE,FIELD,,2017-03-26,"100 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ MODERA,33.8449024,-118.1931763,Alive on Intake,TRUE,0,"{'lon': -118.1931763, 'lat': 33.8449024}"
A612899,*MOONBEAM,DOG,BLACK,BROWN,Female,2011-08-15,2018-08-15,NORMAL,STRAY,FIELD,,2018-09-13,"100 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,AHM4EVER,33.8449024,-118.1931763,Alive on Intake,FALSE,1,"{'lon': -118.1931763, 'lat': 33.8449024}"
A656927,BELLA,DOG,GRAY,,Female,2016-05-01,2021-05-01,NORMAL,WELFARE SEIZED,POLICE,,2021-05-06,"100 BLK E 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7715422,-118.1911395,Alive on Intake,FALSE,1,"{'lon': -118.1911395, 'lat': 33.7715422}"
A700809,COCO,DOG,GRAY,WHITE,Female,,2023-06-14,NORMAL,STRAY,OTC,,2023-06-14,100 BLK E 4TH STREET LONG BEACH 90802,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7715422,-118.1911395,Alive on Intake,TRUE,0,"{'lon': -118.1911395, 'lat': 33.7715422}"
A708568,*SOCKS,CAT,BLACK,WHITE,Female,2023-08-29,2023-10-10,UNDER AGE/WEIGHT,STRAY,FIELD,,2023-11-20,"100 BLK E 52ND ST, LB 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A647747,,OTHER,GRAY,,Unknown,,2020-08-26,INJURED  SEVERE,WILDLIFE,FIELD,,2020-08-26,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8504744,-118.1936361,Alive on Intake,TRUE,0,"{'lon': -118.1936361, 'lat': 33.8504744}"
A635127,,CAT,BLACK,WHITE,Male,,2019-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-25,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A635130,,CAT,SEAL PT,,Male,2019-09-11,2019-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-25,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A635128,,CAT,BLACK,WHITE,Male,2019-09-11,2019-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-10-25,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A644707,,CAT,BLACK,WHITE,Spayed,2020-03-02,2020-07-02,NORMAL,STRAY,OTC,,2020-07-09,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A644708,*MILKSHAKE,CAT,BLACK,WHITE,Neutered,2020-01-02,2020-07-02,NORMAL,STRAY,OTC,,2020-07-21,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A644709,,CAT,BLACK,,Spayed,2020-03-02,2020-07-02,NORMAL,STRAY,OTC,,2020-07-09,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A659708,*VELMA,CAT,WHITE,GRAY,Spayed,2021-03-07,2021-07-07,NORMAL,STRAY,OTC,,2021-07-18,"100 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SPCALA,33.8504744,-118.1936361,Alive on Intake,FALSE,1,"{'lon': -118.1936361, 'lat': 33.8504744}"
A658779,,GUINEA PIG,BROWN,WHITE,Unknown,,2021-06-12,NORMAL,STRAY,FIELD,,2021-06-12,"100 BLK E 53RD ST, LONG BEACH, CA 90805",LONG BEACH,DISPOSAL,ACS DISPO,33.8523954,-118.1936506,Alive on Intake,FALSE,1,"{'lon': -118.1936506, 'lat': 33.8523954}"
A673115,*BAGEL,CAT,ORG TABBY,WHITE,Neutered,2021-11-14,2022-04-15,NORMAL,STRAY,OTC,,2022-04-30,"100 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,COMMUNITY CAT,,33.8557059,-118.1936188,Alive on Intake,FALSE,1,"{'lon': -118.1936188, 'lat': 33.8557059}"
A610556,*ROBIN,CAT,GRAY TABBY,,Female,2015-07-02,2018-07-02,ILL MODERATETE,STRAY,FIELD,,2018-08-02,"100 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL MODERA,33.8557059,-118.1936188,Alive on Intake,TRUE,0,"{'lon': -118.1936188, 'lat': 33.8557059}"
A604322,*MADDIE,DOG,BLACK,WHITE,Female,2008-03-01,2018-03-01,INJURED  MILD,STRAY,FIELD,,2018-03-09,"100 BLK E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.85754960000001,-118.1954039,Alive on Intake,TRUE,0,"{'lon': -118.1954039, 'lat': 33.85754960000001}"
A718414,*TWILIGHT,CAT,CALICO,,Female,2024-04-05,2024-04-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2024-06-11,100 BLK E 57TH ST,LONG BEACH,RESCUE,LITTLELION,33.8581828,-118.1953974,Alive on Intake,FALSE,1,"{'lon': -118.1953974, 'lat': 33.8581828}"
A660159,,BIRD,GRAY,,Unknown,2020-07-09,2021-07-09,INJURED  MODERATE,WILDLIFE,FIELD,,2021-07-09,"100 BLK E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,LBAH,33.8627431,-118.1943384,Alive on Intake,FALSE,1,"{'lon': -118.1943384, 'lat': 33.8627431}"
A607626,,CAT,WHITE,BLACK,Unknown,2018-04-23,2018-05-15,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-05-25,"100 BLK E 60TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8641608,-118.1935283,Alive on Intake,TRUE,0,"{'lon': -118.1935283, 'lat': 33.8641608}"
A607625,,CAT,WHITE,BLACK,Unknown,2018-04-23,2018-05-15,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-05-25,"100 BLK E 60TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8641608,-118.1935283,Alive on Intake,TRUE,0,"{'lon': -118.1935283, 'lat': 33.8641608}"
A615712,*BESO,DOG,GRAY,WHITE,Male,2014-10-05,2018-10-05,INJURED  SEVERE,STRAY,FIELD,,2018-11-11,"100 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,33.8710298,-118.1691498,Alive on Intake,FALSE,1,"{'lon': -118.1691498, 'lat': 33.8710298}"
A616247,,CAT,WHITE,TAN,Unknown,2018-08-13,2018-10-13,ILL SEVERE,STRAY,FIELD,,2018-10-13,"100 BLK E 64TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL MODERA,33.8710298,-118.1691498,Alive on Intake,TRUE,0,"{'lon': -118.1691498, 'lat': 33.8710298}"
A634381,ZERO,DOG,TRICOLOR,,Neutered,2016-09-29,2019-09-29,NORMAL,STRAY,OTC,,2019-10-23,"100 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PROMOTION,33.8759962,-118.2032146,Alive on Intake,FALSE,1,"{'lon': -118.2032146, 'lat': 33.8759962}"
A661021,CALI,CAT,CALICO,,Female,2013-07-31,2021-07-31,NORMAL,OWNER SURRENDER,OTC,NO HOME,2021-08-19,"100 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8759962,-118.2032146,Alive on Intake,FALSE,1,"{'lon': -118.2032146, 'lat': 33.8759962}"
A517272,MONA,DOG,WHITE,BROWN,Female,2012-11-01,2024-10-15,INJURED  SEVERE,OWNER SURRENDER,FIELD,,2024-10-15,"100 BLK E 67TH WAY, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,33.8766789,-118.2025182,Alive on Intake,TRUE,0,"{'lon': -118.2025182, 'lat': 33.8766789}"
A658556,,WILD,GRAY,,Unknown,2020-12-09,2021-06-09,INJURED  MODERATE,WILDLIFE,FIELD,,2021-06-09,"100 BLK E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,LBAH,33.8775178,-118.2025528,Alive on Intake,FALSE,1,"{'lon': -118.2025528, 'lat': 33.8775178}"
A593177,*BAIN,CAT,BLACK,WHITE,Male,2016-07-08,2017-07-08,ILL SEVERE,STRAY,FIELD,,2017-07-16,"100 BLK E 68TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,STRAYCATAL,33.8775178,-118.2025528,Alive on Intake,FALSE,1,"{'lon': -118.2025528, 'lat': 33.8775178}"
A632292,*SINATRA,DOG,TAN,BLACK,Neutered,2015-08-20,2019-08-20,NORMAL,STRAY,FIELD,,2019-11-15,"100 BLK E 68TH WAY, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,33.8782977,-118.202541,Alive on Intake,FALSE,1,"{'lon': -118.202541, 'lat': 33.8782977}"
A674824,,WILD,GRAY,,Unknown,2021-05-14,2022-05-14,ILL SEVERE,WILDLIFE,FIELD,,2022-05-14,"100 BLK E 68TH WAY, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8782977,-118.202541,Alive on Intake,TRUE,0,"{'lon': -118.202541, 'lat': 33.8782977}"
A589106,BUNNY,DOG,BLACK,WHITE,Female,2013-04-23,2017-04-23,NORMAL,STRAY,FIELD,,2017-05-07,"100 BLK E 69TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8793159,-118.2026829,Alive on Intake,FALSE,1,"{'lon': -118.2026829, 'lat': 33.8793159}"
A596645,,CAT,WHITE,ORANGE,Male,2017-08-25,2017-09-07,UNDER AGE/WEIGHT,STRAY,OTC,,2017-09-09,"100 BLK E 69TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLELION,33.8793159,-118.2026829,Alive on Intake,FALSE,1,"{'lon': -118.2026829, 'lat': 33.8793159}"
A682385,ZIGGY,DOG,WHITE,RED,Neutered,2022-02-22,2022-08-22,INJURED  SEVERE,OWNER SURRENDER,FIELD,INJURED,2022-08-28,"100 BLK E 7TH ST, LONG BEACH, CA 908134",LONG BEACH,ADOPTION,,33.7753437,-118.1923913,Alive on Intake,FALSE,1,"{'lon': -118.1923913, 'lat': 33.7753437}"
A626034,,CAT,GRAY TABBY,WHITE,Male,2019-04-08,2019-05-08,UNDER AGE/WEIGHT,STRAY,OTC,,2019-05-09,"100 BLK E ADAIR ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FOLBA,33.8639455,-118.1925682,Alive on Intake,FALSE,1,"{'lon': -118.1925682, 'lat': 33.8639455}"
A620213,DROOPY,DOG,BLUE,,Spayed,2013-08-30,2022-07-23,ILL MODERATETE,OWNER SURRENDER,OTC,ILL,2022-07-23,"100 BLK E ALLINGTON ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8664545,-118.2003382,Alive on Intake,TRUE,0,"{'lon': -118.2003382, 'lat': 33.8664545}"
A614266,*JENNA,DOG,BLACK,WHITE,Female,2015-09-07,2018-09-07,NORMAL,STRAY,FIELD,,2018-10-14,"100 BLK E ALLINGTON ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8664545,-118.2003382,Alive on Intake,FALSE,1,"{'lon': -118.2003382, 'lat': 33.8664545}"
A694490,MASON,DOG,CREAM,BROWN,Male,2022-03-10,2023-03-10,NORMAL,STRAY,OTC,,2023-03-15,"100 BLK E ARTESIA BLVD. LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8742238,-118.2026551,Alive on Intake,FALSE,1,"{'lon': -118.2026551, 'lat': 33.8742238}"
A652162,*HANDSOME,DOG,WHITE,,Neutered,2018-12-10,2020-12-10,NORMAL,STRAY,OTC,,2020-12-20,"100 BLK E BARCLAY ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,FOLBA,33.8672067,-118.2005567,Alive on Intake,FALSE,1,"{'lon': -118.2005567, 'lat': 33.8672067}"
A556899,KENDRA,DOG,RED,WHITE,Spayed,2014-01-02,2020-01-02,NORMAL,STRAY,OTC,,2020-01-02,"100 BLK E DEL AMO BLVD, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.8465498,-118.1937565,Alive on Intake,FALSE,1,"{'lon': -118.1937565, 'lat': 33.8465498}"
A601109,*FRANCES,CAT,BLACK,WHITE,Female,2015-12-15,2017-12-15,NORMAL,STRAY,OTC,,2018-01-24,"100 BLK E EAGLE ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7996711,-118.1923808,Alive on Intake,FALSE,1,"{'lon': -118.1923808, 'lat': 33.7996711}"
A739244,,WILD,GRAY,,Unknown,2025-03-26,2025-04-10,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2025-04-10,100 BLK E ELLIS,LONG BEACH,TRANSPORT,OTHER RESC,33.8566144,-118.1952897,Alive on Intake,FALSE,1,"{'lon': -118.1952897, 'lat': 33.8566144}"
A739248,,WILD,GRAY,,Unknown,2025-03-26,2025-04-10,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2025-04-10,100 BLK E ELLIS,LONG BEACH,TRANSPORT,OTHER RESC,33.8566144,-118.1952897,Alive on Intake,FALSE,1,"{'lon': -118.1952897, 'lat': 33.8566144}"
A702739,TOLOMITE,DOG,BLUE,WHITE,Male,2008-07-12,2023-07-12,ILL SEVERE,OWNER SURRENDER,FIELD,,2023-07-12,100 BLK E ELLIS ST,LONG BEACH,EUTHANASIA,ILL SEVERE,33.8566144,-118.1952897,Alive on Intake,TRUE,0,"{'lon': -118.1952897, 'lat': 33.8566144}"
A723622,*YALE,DOG,WHITE,TAN,Male,2023-06-28,2024-06-28,NORMAL,STRAY,OTC,,2024-07-05,100 BLK E ELLIS ST LONG BEACH CA 90805,LONG BEACH,RESCUE,MUTTSINEED,33.8566144,-118.1952897,Alive on Intake,FALSE,1,"{'lon': -118.1952897, 'lat': 33.8566144}"
